"pair_id","Need_A","Identity_A","Control_A","Effort_A","Reciprocity_A","Attitude_A","Sex_A","Need_B","Identity_B","Control_B","Effort_B","Reciprocity_B","Attitude_B","Sex_B"
230,"holgura","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","chile","aplico","menos","hizo","agradece","mujer"
231,"dificultad","peru","aplico","igual","hizo","agradece","mujer","dificultad","chile","aplico","menos","hizo","agradece","mujer"
232,"holgura","peru","aplico","igual","hizo","agradece","mujer","dificultad","chile","aplico","menos","hizo","agradece","mujer"
233,"dificultad","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","aplico","menos","hizo","agradece","mujer"
234,"holgura","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","aplico","menos","hizo","agradece","mujer"
235,"dificultad","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","aplico","menos","hizo","agradece","mujer"
236,"holgura","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","aplico","menos","hizo","agradece","mujer"
237,"dificultad","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","aplico","menos","hizo","agradece","mujer"
238,"holgura","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","chile","aplico","menos","hizo","agradece","mujer"
239,"dificultad","chile","aplico","mas","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
240,"dificultad","venezuela","aplico","mas","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
241,"holgura","venezuela","aplico","mas","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
242,"dificultad","peru","aplico","mas","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
243,"holgura","peru","aplico","mas","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
244,"dificultad","chile","no_aplico","mas","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
245,"holgura","chile","no_aplico","mas","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
246,"dificultad","venezuela","no_aplico","mas","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
247,"holgura","venezuela","no_aplico","mas","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
248,"dificultad","peru","no_aplico","mas","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
249,"holgura","peru","no_aplico","mas","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
250,"dificultad","chile","aplico","igual","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
251,"dificultad","venezuela","aplico","igual","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
252,"holgura","venezuela","aplico","igual","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
253,"dificultad","peru","aplico","igual","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
254,"holgura","peru","aplico","igual","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
255,"dificultad","chile","no_aplico","igual","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
256,"holgura","chile","no_aplico","igual","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
257,"dificultad","venezuela","no_aplico","igual","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
258,"holgura","venezuela","no_aplico","igual","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
259,"dificultad","peru","no_aplico","igual","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
260,"holgura","peru","no_aplico","igual","hizo","agradece","mujer","holgura","chile","aplico","menos","hizo","agradece","mujer"
261,"dificultad","chile","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
262,"holgura","chile","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
263,"holgura","venezuela","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
264,"dificultad","peru","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
265,"holgura","peru","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
266,"dificultad","chile","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
267,"holgura","chile","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
268,"dificultad","venezuela","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
269,"holgura","venezuela","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
270,"dificultad","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
271,"holgura","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
272,"dificultad","chile","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
273,"holgura","chile","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
274,"holgura","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
275,"dificultad","peru","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
276,"holgura","peru","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
277,"dificultad","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
278,"holgura","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
279,"dificultad","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
280,"holgura","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
281,"dificultad","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
282,"holgura","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
283,"holgura","chile","aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","menos","hizo","agradece","mujer"
284,"dificultad","chile","aplico","mas","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
285,"holgura","chile","aplico","mas","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
286,"dificultad","venezuela","aplico","mas","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
287,"dificultad","peru","aplico","mas","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
288,"holgura","peru","aplico","mas","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
289,"dificultad","chile","no_aplico","mas","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
290,"holgura","chile","no_aplico","mas","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
291,"dificultad","venezuela","no_aplico","mas","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
292,"holgura","venezuela","no_aplico","mas","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
293,"dificultad","peru","no_aplico","mas","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
294,"holgura","peru","no_aplico","mas","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
295,"dificultad","chile","aplico","igual","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
296,"holgura","chile","aplico","igual","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
297,"dificultad","venezuela","aplico","igual","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
298,"dificultad","peru","aplico","igual","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
299,"holgura","peru","aplico","igual","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
300,"dificultad","chile","no_aplico","igual","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
301,"holgura","chile","no_aplico","igual","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
302,"dificultad","venezuela","no_aplico","igual","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
303,"holgura","venezuela","no_aplico","igual","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
304,"dificultad","peru","no_aplico","igual","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
305,"holgura","peru","no_aplico","igual","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
306,"dificultad","chile","aplico","menos","hizo","agradece","mujer","holgura","venezuela","aplico","menos","hizo","agradece","mujer"
307,"dificultad","chile","aplico","mas","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
308,"holgura","chile","aplico","mas","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
309,"dificultad","venezuela","aplico","mas","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
310,"holgura","venezuela","aplico","mas","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
311,"holgura","peru","aplico","mas","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
312,"dificultad","chile","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
313,"holgura","chile","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
314,"dificultad","venezuela","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
315,"holgura","venezuela","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
316,"dificultad","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
317,"holgura","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
318,"dificultad","chile","aplico","igual","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
319,"holgura","chile","aplico","igual","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
320,"dificultad","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
321,"holgura","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
322,"holgura","peru","aplico","igual","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
323,"dificultad","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
324,"holgura","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
325,"dificultad","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
326,"holgura","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
327,"dificultad","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
328,"holgura","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
329,"holgura","chile","aplico","menos","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
330,"holgura","venezuela","aplico","menos","hizo","agradece","mujer","dificultad","peru","aplico","menos","hizo","agradece","mujer"
331,"dificultad","chile","aplico","mas","hizo","agradece","mujer","holgura","peru","aplico","menos","hizo","agradece","mujer"
332,"holgura","chile","aplico","mas","hizo","agradece","mujer","holgura","peru","aplico","menos","hizo","agradece","mujer"
333,"dificultad","venezuela","aplico","mas","hizo","agradece","mujer","holgura","peru","aplico","menos","hizo","agradece","mujer"
334,"holgura","venezuela","aplico","mas","hizo","agradece","mujer","holgura","peru","aplico","menos","hizo","agradece","mujer"
335,"dificultad","peru","aplico","mas","hizo","agradece","mujer","holgura","peru","aplico","menos","hizo","agradece","mujer"
336,"dificultad","chile","no_aplico","mas","hizo","agradece","mujer","holgura","peru","aplico","menos","hizo","agradece","mujer"
337,"holgura","chile","no_aplico","mas","hizo","agradece","mujer","holgura","peru","aplico","menos","hizo","agradece","mujer"
338,"dificultad","venezuela","no_aplico","mas","hizo","agradece","mujer","holgura","peru","aplico","menos","hizo","agradece","mujer"
339,"holgura","venezuela","no_aplico","mas","hizo","agradece","mujer","holgura","peru","aplico","menos","hizo","agradece","mujer"
340,"dificultad","peru","no_aplico","mas","hizo","agradece","mujer","holgura","peru","aplico","menos","hizo","agradece","mujer"
341,"holgura","peru","no_aplico","mas","hizo","agradece","mujer","holgura","peru","aplico","menos","hizo","agradece","mujer"
